word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
상담,An act of talking to one another to solve a certain problem. ,명사,16454,consultation; counseling,Consultation,https://en.wiktionary.org/wiki/상담,"
			가정 상담가는 예비부부에게 결혼을 하기 전에 미리 가법을 만들라고 조언했다.
		"
서부,The western part of a region.,명사,16610,west,The western part,https://en.wiktionary.org/wiki/서부,"
			안녕하세요, 손님. 우선 회원 가입 신청서부터 작성해 주세요.
		"
속담,A short phrase with a lesson that descends from the people of the old times.,명사,15588,adage; old saying; proverb,"A proverb,saying",https://en.wiktionary.org/wiki/속담,"
			속담은 사회 내에서 오랫동안 굳어져 사용되어 온 관용적 표현의 하나이다.
		"
시중,A place where people trade commodities and live their daily lives.,명사,13980,market,In the city,https://en.wiktionary.org/wiki/시중,"
			다음 달부터 우리 회사에서 새로 개발된 신제품이 시중에 출시된다.
		"
심사,The act of taking a close look at someone or something to decide whether it or he/she is good or bad.,명사,16442,examination; evaluation; screening,"judgment,examination",https://en.wiktionary.org/wiki/심사,"
			심사 위원들은 엄격한 심사를 통해 합격자를 가려내었다.
		"
아이,A young person.,명사,62843,child; kid,Child,https://en.wiktionary.org/wiki/아이,"
			선글라스를 낀 남자가 아까부터 아이를 쳐다본다.
		"
앞세우다,To make someone stand ahead.,동사,16234,make someone go ahead; let someone lead,Make a person go,https://en.wiktionary.org/wiki/앞세우다,"
			개인기를 앞세우다.
		"
유사하다,Similar	being similar to each other.,형용사,27115,similar,"To be similar, to resemble",https://en.wiktionary.org/wiki/유사하다,"
			성격이 유사하다.
		"
유치원,The institute and facilities that are made to educate children before they start school.,명사,70222,kindergarten,Kindergarten,https://en.wiktionary.org/wiki/유치원,"
			오늘 아이 유치원에서 동물 가면극을 한다니 보러 와요.
		"
의욕,One's positive mind or will to do something.,명사,24094,volition; zeal; enthusiasm,"volition,will,desire",https://en.wiktionary.org/wiki/의욕,"
			의욕 감퇴.
		"
인근,A nearby place. ,명사,25016,vicinity; neighborhood; proximity,The neighborhood,https://en.wiktionary.org/wiki/인근,"
			인근 건물.
		"
일반인,"A common person who has no specific status, position, or characters.",명사,25128,layperson; ordinary person; commoner,Of the general public,https://en.wiktionary.org/wiki/일반인,"
			일반인으로 가칭하다.
		"
작성하다,"To make a script, document, etc.",동사,24808,write; fill in; draw up,"To edit or compose, write up ; to fill out a form",https://en.wiktionary.org/wiki/작성하다,"
			가계부를 작성하다.
		"
전공,"The act of researching or studying a certain field in a professional manner, or such a field.",명사,70828,major; specialty,Specialty,https://en.wiktionary.org/wiki/전공,"
			대학에서 서양 가곡을 전공한 삼촌은 지금 성악가가 되었다.
		"
정기,"The state of a deadline or period being set at a defined interval, or such deadline or period.",명사,31740,being periodic,A fixed time period,https://en.wiktionary.org/wiki/정기,"
			맞아. 그러니 임신을 했을 때는 정기적인 검진을 받아야 해.
		"
제의,The act of presenting an opinion or an agenda item for the purpose of making a suggestion or discussing a matter.,명사,31802,suggestion,"A proposal,an offer",https://en.wiktionary.org/wiki/제의,"
			문제의 해답이니까 문제를 풀기 전에 미리 봐서는 안 돼.
		"
종일,The time from morning till evening.,명사,91758,the entire day,"All day, throughout the whole day",https://en.wiktionary.org/wiki/종일,"
			어머니는 싼 가격에 더 좋은 물건을 사기 위해 하루 종일 시장을 돌아다녔다.
		"
좋아지다,,,,,To become better,https://en.wiktionary.org/wiki/좋아지다,"
			갈수록 좋아지다.
		"
차림,"One's appearance when dressed with clothes, items, etc.",명사,37239,attire; appearance; outfit,Appearance of clothes or worn objecs,https://en.wiktionary.org/wiki/차림,"
			옷차림을 가다듬다.
		"
창조하다,To invent or achieve something new and original.,동사,24906,create,Create,https://en.wiktionary.org/wiki/창조하다,"
			공간을 창조하다.
		"
추위,"Cold air or cold weather, mostly in winter.",명사,72135,cold; chill,Cold,https://en.wiktionary.org/wiki/추위,"
			사람은 동물처럼 추위를 막는 털이나 질긴 가죽도 없고 힘도 약하다.
		"
토마토,"A round, fist-sized fruit that turns from green to red when ripe.",명사,89390,tomato,Tomato,https://en.wiktionary.org/wiki/토마토,"
			나는 건강을 위해 시장에서 신선한 오이, 토마토 등의 과채류를 샀다.
		"
파랗다,A color being brightly and vividly blue like that of a clear fall sky or deep sea.,형용사,71306,blue,To be blue,https://en.wiktionary.org/wiki/파랗다,"
			새파랗다
		"
펴내다,"To make and release a book, newspaper, etc.",동사,81991,publish,"Publish, bring out in print",https://en.wiktionary.org/wiki/펴내다,"
			기념호를 펴내다.
		"
하드웨어,The body of a mechanical deivce that comprises a computer. ,명사,84219,computer hardware,Hardwaer,https://en.wiktionary.org/wiki/하드웨어,"
			컴퓨터의 하드웨어에는 여러 가지 자료를 저장하는 기억 장치가 있다.
		"
화장,The act of making oneself look more beautiful by applying cosmetics over the face. ,명사,87590,make-up; putting on cosmetics,Makeup,https://en.wiktionary.org/wiki/화장,"
			화장품 가게.
		"
가져가다,To move an object from one place to another place.,동사,53811,bring,To take or carry,https://en.wiktionary.org/wiki/가져가다,"
			문제를 감정적으로 가져가다.
		"
감자,A ball-shaped stem growing underground with pale yellow flesh and light brown skin.,명사,85863,potato,Potato,https://en.wiktionary.org/wiki/감자,"
			어디 보자. 감자가 가무칙칙한 것이 썩은 것 같구나.
		"
강렬하다,Very strong and intense.,형용사,14756,strong; intense,Intense or strong or severe,https://en.wiktionary.org/wiki/강렬하다,"
			햇빛이 강렬하다.
		"
갖다,"To carry or keep something, or hold it in one's hands.",동사,29738,have; hold,To hold,https://en.wiktionary.org/wiki/갖다,"
			마음을 가뿐히 갖다.
		"
괴롭다,Feeling pain in one's body or mind.,형용사,30850,suffering,Be painful or distressing,https://en.wiktionary.org/wiki/괴롭다,"
			몸이 괴롭다.
		"
교통사고,An accident between a car or train crashing into another vehicle or with a pedestrian.,명사,35968,traffic accident; car crash,Traffic accident,https://en.wiktionary.org/wiki/교통사고,"
			그는 갑작스러운 교통사고로 스무 살이라는 젊은 나이에 갔다.
		"
군데,A bound noun that serves as a unit for counting the number of places.,의존 명사,64514,place; spot,A place or spot,https://en.wiktionary.org/wiki/군데,"
			그가 속한 단체와 주기적으로 교류를 가지는 단체가 몇 군데 있다.
		"
내일,The day after today. ,명사,30193,days to come; future,Tomorrow,https://en.wiktionary.org/wiki/내일,"
			제과 업체들은 내일 중으로 가격 인하를 공식적으로 발표할 것이라고 밝혔다.
		"
되풀이하다,"To repeat the same words, behavior, or work. ",동사,14933,do over again; reiterate,repeat (do or say again),https://en.wiktionary.org/wiki/되풀이하다,"
			거듭 되풀이하다.
		"
딱,"In a state in which one's chest and shoulders are wide, or one's eyes and mouth are open wide. ",부사,50537,broad,"(onomatopoeia, of solid objects) while colliding together ",https://en.wiktionary.org/wiki/딱,"
			난 이가 약해서 딱딱한 것은 못 먹어.
		"
리,A bound noun that serves as a unit of distance.,의존 명사,52621,ri,village; a Korean administrative division covering a small settlement and its surrounding hinterland.,https://en.wiktionary.org/wiki/리,"
			공원의 중앙에는 잔디밭이 있고 가에는 울타리가 둘러쳐져 있었다.
		"
메시지,"One's special words delivered to announce, assert, or warn of a certain thing. ",명사,55534,message,Message,https://en.wiktionary.org/wiki/메시지,"
			선생님은 시를 강설해 주시면서 시가 담고 있는 메시지를 학생들에게 설명해 주셨다.
		"
면하다,To not take on a responsibility or obligation.,동사,16122,avoid; evade; be exempt from,"escape,avoid",https://en.wiktionary.org/wiki/면하다,"
			가탈을 모면하다.
		"
모색하다,To find the direction or solution necessary to solve a problem by thinking broadly and deeply. ,동사,16140,seek,Evening twilight,https://en.wiktionary.org/wiki/모색하다,"
			객관화를 모색하다.
		"
붙잡다,To hold something firmly so as not to lose it.,동사,24555,hold; grasp; grab,"seize,catch",https://en.wiktionary.org/wiki/붙잡다,"
			괴수를 붙잡다.
		"
빛깔,An object's color that appears when exposed to light.,명사,15827,color; hue; tint,"A color,shade,hue",https://en.wiktionary.org/wiki/빛깔,"
			가무댕댕한 빛깔.
		"
뺨,A fleshy part of either side of the face below the eyes.,명사,61605,cheek,Cheek,https://en.wiktionary.org/wiki/뺨,"
			어제 얼굴에 축구공을 맞아서 뺨이 퉁퉁 부었었는데 오늘은 좀 가라앉아서 다행이다.
		"
사방,"The four directions such as north, south, east, and west.",명사,15661,four directions,The four directions,https://en.wiktionary.org/wiki/사방,"
			사방이 벽에 가로막힌 방에서 탈출하기란 쉬운 일이 아니었다.
		"
살림,A state of forming a family and living as a member.,명사,15677,living,"living,livelihood",https://en.wiktionary.org/wiki/살림,"
			우리는 살림에 꼭 필요한 가구만을 장만해서 신혼 생활을 시작하였다.
		"
실현,"Making one's dream, plan, etc. come true.",명사,14136,realization; materialization,"realization,materialization",https://en.wiktionary.org/wiki/실현,"
			실현 가능성.
		"
아냐,An exclamation uttered when answering negatively in an emphatic and resolute manner.,감탄사,65977,no; nope; no way,"No, that’s not the case",https://en.wiktionary.org/wiki/아냐,"
			이렇게 다 준비했는데 내일 비가 와서 소풍 못 가는 거 아냐?
		"
연예인,"A person who acts, sings, or dances professionally. ",명사,14021,entertainer,"A performer, an entertainer",https://en.wiktionary.org/wiki/연예인,"
			여자 연예인들은 다양한 모습을 보여 주기 위해 가발을 애용한다.
		"
영원히,In a manner of a phenomenon or shape lasting endlessly; in a manner of forever not changing.,부사,14099,eternally; everlastingly; forever,Forever,https://en.wiktionary.org/wiki/영원히,"
			영원히 간직될 사랑.
		"
월급,"Money paid for one's labor on a monthly basis.",명사,69619,salary; monthly wage,Monthly salary,https://en.wiktionary.org/wiki/월급,"
			월급을 가감하다.
		"
유행,The state of an epidemic being widely spread.,명사,70900,outbreak,"Fashion, vogue",https://en.wiktionary.org/wiki/유행,"
			유행가
		"
이내,Within a certain range.,명사,24109,within; less than; not more than,"soon,right away",https://en.wiktionary.org/wiki/이내,"
			그는 내게 가볍게 입을 맞추고는 이내 곧 떠나 버렸다.
		"
이리,To here or to this direction.,부사,91328,here,"This way, this direction",https://en.wiktionary.org/wiki/이리,"
			너도 이리 가까이 와서 우리랑 같이 밥 먹자.
		"
제발,Beg or request with a desperate plea.,부사,31788,please,"kindly,please",https://en.wiktionary.org/wiki/제발,"
			승규는 부모님에게 제발 결혼을 허락해 달라고 간곡히 말했다.
		"
